location_name,sref,sref_system,date,species_tvk,species,passes,percentile,activity_level,pass_definition,detector_make,detector_model,detector_height_m,roost_within_25m,activity_elevated_by_roost,roost_species,linear_feature_adjacent,linear_feature_25m,anthropogenic_feature_adjacent,anthropogenic_feature_25m,temperature_c,rainfall,wind_speed_mph,reference_range_size,location_filter,date_filter,detector_make_filter
Curbridge ,SP 33179 08496,OSGB,14/08/2017,NBNSYS0000135668,Nyctalus,8,64,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,15/08/2017,NBNSYS0000135668,Nyctalus,9,66,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,16/08/2017,NBNSYS0000135668,Nyctalus,5,53,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,17/08/2017,NBNSYS0000135668,Nyctalus,30,84,high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,07/09/2017,NBNSYS0000135668,Nyctalus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,08/09/2017,NBNSYS0000135668,Nyctalus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,11/09/2017,NBNSYS0000135668,Nyctalus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,2842,,1,No
Curbridge ,SP 33179 08496,OSGB,25/05/2017,NHMSYS0020001355,Pipistrellus pipistrellus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,26/05/2017,NHMSYS0020001355,Pipistrellus pipistrellus,4,47,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,27/05/2017,NHMSYS0020001355,Pipistrellus pipistrellus,32,84,high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,28/05/2017,NHMSYS0020001355,Pipistrellus pipistrellus,5,53,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,29/05/2017,NHMSYS0020001355,Pipistrellus pipistrellus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,10/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,9,66,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,11/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,157,95,high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,12/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,31,84,high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,13/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,15,75,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,14/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,16,76,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,15/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,19,78,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,16/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,36,86,high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,17/08/2017,NHMSYS0020001355,Pipistrellus pipistrellus,114,94,high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,08/09/2017,NHMSYS0020001355,Pipistrellus pipistrellus,8,64,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,09/09/2017,NHMSYS0020001355,Pipistrellus pipistrellus,14,74,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,11/09/2017,NHMSYS0020001355,Pipistrellus pipistrellus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,6155,,1,No
Curbridge ,SP 33179 08496,OSGB,25/05/2017,NBNSYS0100004720,Pipistrellus pygmaeus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,26/05/2017,NBNSYS0100004720,Pipistrellus pygmaeus,2,25,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,27/05/2017,NBNSYS0100004720,Pipistrellus pygmaeus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,28/05/2017,NBNSYS0100004720,Pipistrellus pygmaeus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,10/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,11/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,8,64,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,12/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,13/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,5,53,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,14/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,5,53,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,15/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,4,47,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,16/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,6,57,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,17/08/2017,NBNSYS0100004720,Pipistrellus pygmaeus,7,61,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,06/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,07/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,7,61,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,08/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,2,25,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,09/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,7,61,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,10/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,19,78,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,11/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,16,76,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,12/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,6,57,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,13/09/2017,NBNSYS0100004720,Pipistrellus pygmaeus,1,0,low,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,5074,,1,No
Curbridge ,SP 33179 08496,OSGB,25/05/2017,NBNSYS0000005102,Plecotus auritus,2,25,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,26/05/2017,NBNSYS0000005102,Plecotus auritus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,27/05/2017,NBNSYS0000005102,Plecotus auritus,6,57,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,28/05/2017,NBNSYS0000005102,Plecotus auritus,4,47,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,10/08/2017,NBNSYS0000005102,Plecotus auritus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,11/08/2017,NBNSYS0000005102,Plecotus auritus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,12/08/2017,NBNSYS0000005102,Plecotus auritus,6,57,medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,13/08/2017,NBNSYS0000005102,Plecotus auritus,7,61,medium/high,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,14/08/2017,NBNSYS0000005102,Plecotus auritus,2,25,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,15/08/2017,NBNSYS0000005102,Plecotus auritus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
Curbridge ,SP 33179 08496,OSGB,17/08/2017,NBNSYS0000005102,Plecotus auritus,3,39,low/medium,Pass 1s gap,Titley Scientific,Anabat Express ,1.5,No,No,,Treeline,No,None,None,,,,939,,1,No
