location_name,lat,lon,date,time,species_tvk,species,passes,percentile,activity_level,pass_definition,detector_make,detector_model,detector_height_m,roost_within_25m,activity_elevated_by_roost,roost_species,linear_feature_adjacent,linear_feature_25m,anthropogenic_feature_adjacent,anthropogenic_feature_25m,temperature_c,rainfall,wind_speed_mph,method_of_classification,analysis_software_used,site_name,reference_range_size,location_filter,date_filter,detector_make_filter
d8,55.022133,-6.82135,2018-08-21,00:40:34,NBNSYS0000040730,Myotis,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d8,55.022133,-6.82135,2018-08-21,01:38:00,NBNSYS0000040730,Myotis,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d8,55.022133,-6.82135,2018-08-21,02:25:49,NBNSYS0000040730,Myotis,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d9,55.01965,-6.82065,2018-08-21,01:18:49,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d10,55.017283,-6.81975,2018-08-26,00:24:46,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d9,55.01965,-6.82065,2018-08-28,00:37:50,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d9,55.01965,-6.82065,2018-08-30,22:32:01,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d10,55.017283,-6.81975,2018-09-01,23:00:02,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d8,55.022133,-6.82135,2018-09-04,23:58:26,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d10,55.017283,-6.81975,2018-09-06,03:02:01,NBNSYS0000040730,Myotis,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,74,100,1,No
d10,55.017283,-6.81975,2018-07-09,23:33:50,NHMSYS0000080185,Nyctalus leisleri,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-09,23:31:18,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-09,23:42:56,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,00:06:00,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,00:15:02,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,00:43:07,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,00:43:12,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,02:51:04,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,03:10:31,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-10,03:26:12,NHMSYS0000080185,Nyctalus leisleri,7,73,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-10,02:16:47,NHMSYS0000080185,Nyctalus leisleri,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-10,02:23:06,NHMSYS0000080185,Nyctalus leisleri,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-10,23:14:12,NHMSYS0000080185,Nyctalus leisleri,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-11,02:03:24,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-11,02:03:31,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-11,02:40:36,NHMSYS0000080185,Nyctalus leisleri,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-11,03:42:35,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-11,03:42:36,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-11,03:31:19,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-11,03:31:21,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-11,03:31:32,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-11,03:31:57,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,02:02:11,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:16:01,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:23:46,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:26:05,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:31:37,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:33:23,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:44:42,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:48:01,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:48:58,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-12,23:57:19,NHMSYS0000080185,Nyctalus leisleri,10,80,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-12,23:47:59,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-12,23:48:03,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-12,23:44:02,NHMSYS0000080185,Nyctalus leisleri,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-12,23:07:02,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-12,23:07:05,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-12,23:07:09,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-12,23:12:24,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-12,23:12:27,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-12,23:52:40,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-12,23:31:00,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-12,23:31:04,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-12,23:36:28,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-12,23:50:26,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,00:04:02,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,00:52:27,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,01:41:21,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,03:05:10,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,03:05:17,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,03:11:11,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,03:40:48,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,03:41:33,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,23:14:11,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,23:16:38,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-13,23:46:06,NHMSYS0000080185,Nyctalus leisleri,11,82,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-13,00:41:20,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-13,22:58:05,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-13,23:53:07,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-13,23:53:10,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,00:04:54,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,00:41:51,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,00:41:54,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,02:35:05,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,03:16:30,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,04:11:24,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,04:11:27,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,04:11:29,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,22:40:45,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,22:40:47,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,22:40:50,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-13,22:40:52,NHMSYS0000080185,Nyctalus leisleri,12,83,high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,00:28:12,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,01:13:56,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,01:16:19,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,03:06:24,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,22:46:34,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,22:46:39,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,22:46:50,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-13,23:01:04,NHMSYS0000080185,Nyctalus leisleri,8,77,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-14,00:33:21,NHMSYS0000080185,Nyctalus leisleri,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-14,02:32:47,NHMSYS0000080185,Nyctalus leisleri,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-14,23:48:39,NHMSYS0000080185,Nyctalus leisleri,3,51,medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-14,00:22:57,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d8,55.022133,-6.82135,2018-07-14,23:50:48,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-16,23:40:38,NHMSYS0000080185,Nyctalus leisleri,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d9,55.01965,-6.82065,2018-07-16,23:18:43,NHMSYS0000080185,Nyctalus leisleri,1,0,low,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-17,00:11:36,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-17,04:36:39,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-17,23:29:07,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-17,23:35:16,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-17,23:35:24,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d10,55.017283,-6.81975,2018-07-17,23:49:27,NHMSYS0000080185,Nyctalus leisleri,6,70,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-17,23:19:16,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d6,55.0269,-6.821783,2018-07-17,23:21:42,NHMSYS0000080185,Nyctalus leisleri,2,31,low/medium,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-17,22:42:43,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-17,22:46:26,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
d7,55.024583,-6.821733,2018-07-17,23:13:32,NHMSYS0000080185,Nyctalus leisleri,4,60,medium/high,Pass 1s gap,Wildlife Acoustics,SM2,,No,No,,,,,,,,,,,Rigged Hill,306,100,1,No
